work_date,week_start,month,shift,department,orders_picked,accurate_orders,units_picked,labor_hours,quality_defects,safety_incidents
2025-07-18,2025-07-14,2025-07,Day,Ship,2937,2914,9397,95.1,24,0
2025-07-18,2025-07-14,2025-07,Night,Ship,2629,2627,8414,83.4,16,0
2025-07-18,2025-07-14,2025-07,Day,Returns,1742,1705,5575,77.8,48,0
2025-07-18,2025-07-14,2025-07,Night,Returns,1353,1335,4330,74.6,33,0
2025-07-19,2025-07-14,2025-07,Day,Inbound,2116,2106,6771,75.1,26,0
2025-07-19,2025-07-14,2025-07,Night,Inbound,2361,2329,7554,84.7,22,0
2025-07-19,2025-07-14,2025-07,Day,Pick,4270,4270,13664,111.6,30,0
2025-07-19,2025-07-14,2025-07,Night,Pick,2742,2722,8773,83.4,29,0
2025-07-19,2025-07-14,2025-07,Day,Pack,4172,4132,13349,97.7,32,0
2025-07-19,2025-07-14,2025-07,Night,Pack,3026,3005,9683,71.4,20,0
2025-07-19,2025-07-14,2025-07,Day,Ship,1940,1928,6208,64.9,15,0
2025-07-19,2025-07-14,2025-07,Night,Ship,2592,2585,8294,94.2,27,0
2025-07-19,2025-07-14,2025-07,Day,Returns,1587,1564,5077,72.9,58,0
2025-07-19,2025-07-14,2025-07,Night,Returns,1874,1843,5996,96.5,50,0
2025-07-20,2025-07-14,2025-07,Day,Inbound,3423,3386,10954,110.3,35,0
2025-07-20,2025-07-14,2025-07,Night,Inbound,2831,2782,9059,114.7,41,0
2025-07-20,2025-07-14,2025-07,Day,Pick,3973,3965,12713,112.0,36,0
2025-07-20,2025-07-14,2025-07,Night,Pick,3317,3281,10614,91.6,25,0
2025-07-20,2025-07-14,2025-07,Day,Pack,4169,4153,13342,100.1,51,0
2025-07-20,2025-07-14,2025-07,Night,Pack,3060,3044,9792,75.9,32,0
2025-07-20,2025-07-14,2025-07,Day,Ship,2835,2827,9073,81.0,32,0
2025-07-20,2025-07-14,2025-07,Night,Ship,3149,3111,10077,97.3,25,0
2025-07-20,2025-07-14,2025-07,Day,Returns,2026,1990,6484,93.1,82,0
2025-07-20,2025-07-14,2025-07,Night,Returns,2308,2290,7385,113.9,53,0
2025-07-21,2025-07-21,2025-07,Day,Inbound,3685,3639,11792,129.0,38,0
2025-07-21,2025-07-21,2025-07,Night,Inbound,2204,2178,7053,76.8,28,0
2025-07-21,2025-07-21,2025-07,Day,Pick,3987,3956,12759,98.3,53,0
2025-07-21,2025-07-21,2025-07,Night,Pick,2981,2960,9540,95.4,38,0
2025-07-21,2025-07-21,2025-07,Day,Pack,4609,4600,14750,104.7,55,0
2025-07-21,2025-07-21,2025-07,Night,Pack,3987,3987,12759,102.0,12,0
2025-07-21,2025-07-21,2025-07,Day,Ship,4582,4557,14663,134.2,27,0
2025-07-21,2025-07-21,2025-07,Night,Ship,2762,2735,8840,88.2,26,0
2025-07-21,2025-07-21,2025-07,Day,Returns,2696,2649,8628,130.3,57,0
2025-07-21,2025-07-21,2025-07,Night,Returns,2293,2245,7337,103.6,76,0
2025-07-22,2025-07-21,2025-07,Day,Inbound,2340,2318,7487,79.8,34,0
2025-07-22,2025-07-21,2025-07,Night,Inbound,2189,2165,7005,83.9,13,0
2025-07-22,2025-07-21,2025-07,Day,Pick,3686,3638,11796,97.9,43,0
2025-07-22,2025-07-21,2025-07,Night,Pick,3831,3816,12259,116.6,33,0
2025-07-22,2025-07-21,2025-07,Day,Pack,4433,4404,14185,103.8,41,0
2025-07-22,2025-07-21,2025-07,Night,Pack,6031,5967,19300,137.2,62,0
2025-07-22,2025-07-21,2025-07,Day,Ship,3329,3300,10652,93.5,15,0
2025-07-22,2025-07-21,2025-07,Night,Ship,2419,2401,7740,73.8,15,0
2025-07-22,2025-07-21,2025-07,Day,Returns,2653,2601,8490,122.0,72,0
2025-07-22,2025-07-21,2025-07,Night,Returns,1446,1416,4627,73.5,40,0
2025-07-23,2025-07-21,2025-07,Day,Inbound,2145,2127,6864,76.6,24,0
2025-07-23,2025-07-21,2025-07,Night,Inbound,2161,2138,6916,75.6,22,0
2025-07-23,2025-07-21,2025-07,Day,Pick,4888,4857,15642,123.3,46,0
2025-07-23,2025-07-21,2025-07,Night,Pick,4652,4604,14888,129.2,34,0
2025-07-23,2025-07-21,2025-07,Day,Pack,3023,2991,9673,75.5,20,0
2025-07-23,2025-07-21,2025-07,Night,Pack,3854,3854,12333,88.0,34,0
2025-07-23,2025-07-21,2025-07,Day,Ship,3988,3951,12761,114.4,35,0
2025-07-23,2025-07-21,2025-07,Night,Ship,3892,3892,12454,139.9,23,0
2025-07-23,2025-07-21,2025-07,Day,Returns,1718,1688,5499,81.7,47,0
2025-07-23,2025-07-21,2025-07,Night,Returns,1361,1346,4355,70.4,25,0
2025-07-24,2025-07-21,2025-07,Day,Inbound,3906,3869,12498,128.9,61,0
2025-07-24,2025-07-21,2025-07,Night,Inbound,1892,1884,6055,73.0,16,0
2025-07-24,2025-07-21,2025-07,Day,Pick,4770,4738,15264,113.7,42,0
2025-07-24,2025-07-21,2025-07,Night,Pick,3528,3498,11288,107.3,37,0
2025-07-24,2025-07-21,2025-07,Day,Pack,6664,6633,21324,130.4,32,0
2025-07-24,2025-07-21,2025-07,Night,Pack,3191,3184,10211,83.8,29,0
2025-07-24,2025-07-21,2025-07,Day,Ship,4640,4629,14847,131.5,33,0
2025-07-24,2025-07-21,2025-07,Night,Ship,2418,2388,7739,93.9,16,0
2025-07-24,2025-07-21,2025-07,Day,Returns,2692,2656,8614,117.4,50,0
2025-07-24,2025-07-21,2025-07,Night,Returns,1605,1572,5136,73.2,33,0
2025-07-25,2025-07-21,2025-07,Day,Inbound,3782,3748,12101,136.8,48,0
2025-07-25,2025-07-21,2025-07,Night,Inbound,2496,2473,7988,89.8,26,0
2025-07-25,2025-07-21,2025-07,Day,Pick,2812,2800,8997,75.5,31,0
2025-07-25,2025-07-21,2025-07,Night,Pick,4034,4017,12908,116.5,49,0
2025-07-25,2025-07-21,2025-07,Day,Pack,5947,5947,19031,131.7,45,0
2025-07-25,2025-07-21,2025-07,Night,Pack,2974,2972,9517,73.1,27,1
2025-07-25,2025-07-21,2025-07,Day,Ship,2688,2688,8601,71.0,30,0
2025-07-25,2025-07-21,2025-07,Night,Ship,2642,2624,8454,88.9,31,0
2025-07-25,2025-07-21,2025-07,Day,Returns,2920,2883,9343,128.5,82,0
2025-07-25,2025-07-21,2025-07,Night,Returns,2753,2695,8809,127.7,79,0
2025-07-26,2025-07-21,2025-07,Day,Inbound,2658,2647,8505,86.3,36,0
2025-07-26,2025-07-21,2025-07,Night,Inbound,2051,2026,6562,71.3,19,0
2025-07-26,2025-07-21,2025-07,Day,Pick,2649,2621,8476,61.8,30,0
2025-07-26,2025-07-21,2025-07,Night,Pick,2306,2285,7378,64.1,21,0
2025-07-26,2025-07-21,2025-07,Day,Pack,3800,3791,12160,85.4,33,0
2025-07-26,2025-07-21,2025-07,Night,Pack,4189,4160,13404,110.4,40,0
2025-07-26,2025-07-21,2025-07,Day,Ship,2867,2853,9173,96.4,23,0
2025-07-26,2025-07-21,2025-07,Night,Ship,2514,2501,8046,72.1,23,0
2025-07-26,2025-07-21,2025-07,Day,Returns,1965,1931,6289,79.0,72,0
2025-07-26,2025-07-21,2025-07,Night,Returns,1501,1474,4804,77.1,59,0
2025-07-27,2025-07-21,2025-07,Day,Inbound,2873,2843,9193,105.7,43,0
2025-07-27,2025-07-21,2025-07,Night,Inbound,1872,1867,5989,65.3,23,0
2025-07-27,2025-07-21,2025-07,Day,Pick,4676,4664,14962,115.7,36,0
2025-07-27,2025-07-21,2025-07,Night,Pick,3196,3172,10228,95.6,22,0
2025-07-27,2025-07-21,2025-07,Day,Pack,4612,4600,14759,111.1,44,0
2025-07-27,2025-07-21,2025-07,Night,Pack,3982,3973,12744,98.6,27,0
2025-07-27,2025-07-21,2025-07,Day,Ship,2933,2912,9387,75.8,23,0
2025-07-27,2025-07-21,2025-07,Night,Ship,1926,1906,6163,67.5,18,0
2025-07-27,2025-07-21,2025-07,Day,Returns,2021,1984,6467,91.4,63,0
2025-07-27,2025-07-21,2025-07,Night,Returns,1279,1261,4094,61.0,22,0
2025-07-28,2025-07-28,2025-07,Day,Inbound,3501,3455,11202,110.2,48,0
2025-07-28,2025-07-28,2025-07,Night,Inbound,3887,3848,12438,133.5,33,0
2025-07-28,2025-07-28,2025-07,Day,Pick,5130,5117,16417,135.8,37,0
2025-07-28,2025-07-28,2025-07,Night,Pick,2945,2928,9423,89.5,36,0
2025-07-28,2025-07-28,2025-07,Day,Pack,4690,4670,15008,130.5,33,0
2025-07-28,2025-07-28,2025-07,Night,Pack,4618,4611,14777,125.7,44,0
2025-07-28,2025-07-28,2025-07,Day,Ship,4248,4219,13592,117.4,33,0
2025-07-28,2025-07-28,2025-07,Night,Ship,2829,2809,9053,92.3,25,0
2025-07-28,2025-07-28,2025-07,Day,Returns,2552,2519,8166,114.3,65,0
2025-07-28,2025-07-28,2025-07,Night,Returns,1883,1839,6027,89.7,10,0
2025-07-29,2025-07-28,2025-07,Day,Inbound,3852,3828,12327,128.8,43,0
2025-07-29,2025-07-28,2025-07,Night,Inbound,2276,2253,7284,90.6,23,0
2025-07-29,2025-07-28,2025-07,Day,Pick,4786,4745,15315,124.4,59,0
2025-07-29,2025-07-28,2025-07,Night,Pick,3120,3068,9985,77.6,25,0
2025-07-29,2025-07-28,2025-07,Day,Pack,3787,3750,12119,90.3,25,0
2025-07-29,2025-07-28,2025-07,Night,Pack,2854,2826,9133,73.5,22,0
2025-07-29,2025-07-28,2025-07,Day,Ship,4163,4155,13321,116.7,42,0
2025-07-29,2025-07-28,2025-07,Night,Ship,2670,2658,8543,102.9,21,0
2025-07-29,2025-07-28,2025-07,Day,Returns,2087,2039,6677,95.7,51,0
2025-07-29,2025-07-28,2025-07,Night,Returns,2015,1971,6447,106.7,37,1
2025-07-30,2025-07-28,2025-07,Day,Inbound,3624,3577,11596,129.7,49,0
2025-07-30,2025-07-28,2025-07,Night,Inbound,2096,2069,6707,75.0,20,0
2025-07-30,2025-07-28,2025-07,Day,Pick,5151,5099,16483,128.8,34,0
2025-07-30,2025-07-28,2025-07,Night,Pick,4825,4800,15441,135.7,53,0
2025-07-30,2025-07-28,2025-07,Day,Pack,3624,3622,11597,94.0,45,0
2025-07-30,2025-07-28,2025-07,Night,Pack,3994,3991,12781,103.8,35,0
2025-07-30,2025-07-28,2025-07,Day,Ship,4726,4698,15124,139.6,49,0
2025-07-30,2025-07-28,2025-07,Night,Ship,3285,3264,10513,117.5,27,0
2025-07-30,2025-07-28,2025-07,Day,Returns,2302,2257,7368,103.8,75,0
2025-07-30,2025-07-28,2025-07,Night,Returns,2244,2206,7181,124.2,38,0
2025-07-31,2025-07-28,2025-07,Day,Inbound,3610,3599,11552,110.9,27,0
2025-07-31,2025-07-28,2025-07,Night,Inbound,2478,2453,7930,91.7,34,0
2025-07-31,2025-07-28,2025-07,Day,Pick,2437,2429,7798,70.8,23,0
2025-07-31,2025-07-28,2025-07,Night,Pick,4167,4153,13333,118.9,25,0
2025-07-31,2025-07-28,2025-07,Day,Pack,5441,5408,17411,123.6,60,0
2025-07-31,2025-07-28,2025-07,Night,Pack,4100,4079,13119,117.3,38,0
2025-07-31,2025-07-28,2025-07,Day,Ship,4480,4408,14337,127.0,25,0
2025-07-31,2025-07-28,2025-07,Night,Ship,4125,4097,13201,130.8,30,0
2025-07-31,2025-07-28,2025-07,Day,Returns,3167,3107,10133,138.4,71,0
2025-07-31,2025-07-28,2025-07,Night,Returns,2798,2758,8955,131.2,48,0
2025-08-01,2025-07-28,2025-08,Day,Inbound,2816,2771,9011,103.1,28,0
2025-08-01,2025-07-28,2025-08,Night,Inbound,3647,3605,11669,138.8,33,0
2025-08-01,2025-07-28,2025-08,Day,Pick,4267,4267,13653,123.9,51,0
2025-08-01,2025-07-28,2025-08,Night,Pick,4100,4075,13120,114.8,12,0
2025-08-01,2025-07-28,2025-08,Day,Pack,4461,4436,14276,118.8,31,0
2025-08-01,2025-07-28,2025-08,Night,Pack,4963,4952,15883,135.8,44,0
2025-08-01,2025-07-28,2025-08,Day,Ship,3428,3373,10971,110.3,51,0
2025-08-01,2025-07-28,2025-08,Night,Ship,3687,3669,11798,116.5,32,0
2025-08-01,2025-07-28,2025-08,Day,Returns,2886,2856,9234,134.3,70,0
2025-08-01,2025-07-28,2025-08,Night,Returns,2286,2231,7314,109.0,40,0
2025-08-02,2025-07-28,2025-08,Day,Inbound,3279,3242,10494,114.7,25,0
2025-08-02,2025-07-28,2025-08,Night,Inbound,2330,2310,7456,79.9,27,0
2025-08-02,2025-07-28,2025-08,Day,Pick,3939,3895,12604,105.8,46,0
2025-08-02,2025-07-28,2025-08,Night,Pick,3864,3835,12364,112.4,30,0
2025-08-02,2025-07-28,2025-08,Day,Pack,4883,4857,15625,111.8,39,0
2025-08-02,2025-07-28,2025-08,Night,Pack,2564,2554,8204,65.8,15,0
2025-08-02,2025-07-28,2025-08,Day,Ship,2704,2683,8653,88.7,27,0
2025-08-02,2025-07-28,2025-08,Night,Ship,2241,2218,7171,69.1,22,0
2025-08-02,2025-07-28,2025-08,Day,Returns,1738,1700,5563,85.9,55,0
2025-08-02,2025-07-28,2025-08,Night,Returns,1986,1964,6354,102.6,29,0
2025-08-03,2025-07-28,2025-08,Day,Inbound,3088,3045,9883,103.2,25,0
2025-08-03,2025-07-28,2025-08,Night,Inbound,1716,1700,5492,71.0,19,0
2025-08-03,2025-07-28,2025-08,Day,Pick,2792,2759,8935,77.1,41,0
2025-08-03,2025-07-28,2025-08,Night,Pick,2987,2961,9559,96.4,39,0
2025-08-03,2025-07-28,2025-08,Day,Pack,2755,2740,8815,70.9,21,0
2025-08-03,2025-07-28,2025-08,Night,Pack,3111,3096,9955,80.5,21,0
2025-08-03,2025-07-28,2025-08,Day,Ship,2612,2601,8360,87.1,18,0
2025-08-03,2025-07-28,2025-08,Night,Ship,3210,3189,10272,95.6,35,0
2025-08-03,2025-07-28,2025-08,Day,Returns,1807,1764,5781,79.4,36,0
2025-08-03,2025-07-28,2025-08,Night,Returns,2436,2391,7796,114.7,95,0
2025-08-04,2025-08-04,2025-08,Day,Inbound,3675,3628,11759,130.7,37,0
2025-08-04,2025-08-04,2025-08,Night,Inbound,3564,3540,11406,138.8,44,0
2025-08-04,2025-08-04,2025-08,Day,Pick,4864,4864,15564,133.1,42,0
2025-08-04,2025-08-04,2025-08,Night,Pick,2807,2783,8982,84.3,30,0
2025-08-04,2025-08-04,2025-08,Day,Pack,5028,5022,16090,120.9,38,0
2025-08-04,2025-08-04,2025-08,Night,Pack,5282,5269,16901,122.0,42,0
2025-08-04,2025-08-04,2025-08,Day,Ship,3177,3158,10167,87.8,21,0
2025-08-04,2025-08-04,2025-08,Night,Ship,2315,2295,7409,81.3,21,0
2025-08-04,2025-08-04,2025-08,Day,Returns,1645,1624,5265,79.2,54,0
2025-08-04,2025-08-04,2025-08,Night,Returns,1512,1492,4840,79.8,59,0
2025-08-05,2025-08-04,2025-08,Day,Inbound,3634,3608,11628,115.9,50,0
2025-08-05,2025-08-04,2025-08,Night,Inbound,3188,3163,10203,118.9,43,0
2025-08-05,2025-08-04,2025-08,Day,Pick,3255,3253,10415,94.8,17,0
2025-08-05,2025-08-04,2025-08,Night,Pick,2902,2894,9285,80.0,27,0
2025-08-05,2025-08-04,2025-08,Day,Pack,5184,5166,16588,120.3,28,0
2025-08-05,2025-08-04,2025-08,Night,Pack,5569,5538,17822,137.7,41,0
2025-08-05,2025-08-04,2025-08,Day,Ship,2718,2697,8697,76.5,33,0
2025-08-05,2025-08-04,2025-08,Night,Ship,3440,3420,11008,108.1,29,0
2025-08-05,2025-08-04,2025-08,Day,Returns,2677,2610,8567,120.1,109,0
2025-08-05,2025-08-04,2025-08,Night,Returns,1831,1805,5858,110.4,45,0
2025-08-06,2025-08-04,2025-08,Day,Inbound,3038,3004,9723,92.3,47,0
2025-08-06,2025-08-04,2025-08,Night,Inbound,2243,2222,7179,90.6,25,0
2025-08-06,2025-08-04,2025-08,Day,Pick,4996,4996,15988,131.3,61,0
2025-08-06,2025-08-04,2025-08,Night,Pick,3639,3610,11644,98.8,29,0
2025-08-06,2025-08-04,2025-08,Day,Pack,5677,5654,18166,130.5,44,0
2025-08-06,2025-08-04,2025-08,Night,Pack,4207,4207,13461,97.7,52,0
2025-08-06,2025-08-04,2025-08,Day,Ship,2813,2803,9003,82.5,26,0
2025-08-06,2025-08-04,2025-08,Night,Ship,2124,2110,6797,72.4,17,0
2025-08-06,2025-08-04,2025-08,Day,Returns,2877,2844,9206,133.7,84,0
2025-08-06,2025-08-04,2025-08,Night,Returns,1758,1732,5625,89.5,48,0
2025-08-07,2025-08-04,2025-08,Day,Inbound,3023,3006,9675,112.9,33,0
2025-08-07,2025-08-04,2025-08,Night,Inbound,3599,3558,11517,122.1,38,0
2025-08-07,2025-08-04,2025-08,Day,Pick,5330,5311,17055,137.3,41,0
2025-08-07,2025-08-04,2025-08,Night,Pick,4193,4168,13419,137.6,45,0
2025-08-07,2025-08-04,2025-08,Day,Pack,4249,4245,13596,99.3,26,0
2025-08-07,2025-08-04,2025-08,Night,Pack,6032,5989,19303,137.9,40,0
2025-08-07,2025-08-04,2025-08,Day,Ship,3043,3016,9738,89.5,23,0
2025-08-07,2025-08-04,2025-08,Night,Ship,3323,3298,10635,103.3,23,0
2025-08-07,2025-08-04,2025-08,Day,Returns,1923,1895,6154,84.9,85,0
2025-08-07,2025-08-04,2025-08,Night,Returns,1841,1806,5892,86.0,32,0
2025-08-08,2025-08-04,2025-08,Day,Inbound,3302,3280,10568,105.3,37,0
2025-08-08,2025-08-04,2025-08,Night,Inbound,2199,2195,7036,86.5,23,0
2025-08-08,2025-08-04,2025-08,Day,Pick,3086,3054,9875,91.2,28,0
2025-08-08,2025-08-04,2025-08,Night,Pick,3318,3281,10618,107.3,28,0
2025-08-08,2025-08-04,2025-08,Day,Pack,4574,4539,14637,103.5,29,0
2025-08-08,2025-08-04,2025-08,Night,Pack,4969,4969,15901,119.2,44,0
2025-08-08,2025-08-04,2025-08,Day,Ship,3901,3850,12483,124.4,43,0
2025-08-08,2025-08-04,2025-08,Night,Ship,2321,2305,7428,79.8,21,0
2025-08-08,2025-08-04,2025-08,Day,Returns,1899,1858,6077,88.0,63,0
2025-08-08,2025-08-04,2025-08,Night,Returns,2415,2394,7728,138.3,50,0
2025-08-09,2025-08-04,2025-08,Day,Inbound,3340,3308,10687,106.8,45,0
2025-08-09,2025-08-04,2025-08,Night,Inbound,2178,2165,6971,85.3,27,0
2025-08-09,2025-08-04,2025-08,Day,Pick,2961,2938,9475,79.5,36,0
2025-08-09,2025-08-04,2025-08,Night,Pick,2884,2878,9228,78.2,24,0
2025-08-09,2025-08-04,2025-08,Day,Pack,3569,3564,11422,90.6,37,0
2025-08-09,2025-08-04,2025-08,Night,Pack,3011,2985,9634,75.4,29,0
2025-08-09,2025-08-04,2025-08,Day,Ship,2644,2631,8462,70.4,18,0
2025-08-09,2025-08-04,2025-08,Night,Ship,2178,2174,6971,71.2,18,0
2025-08-09,2025-08-04,2025-08,Day,Returns,2066,2019,6612,101.5,44,0
2025-08-09,2025-08-04,2025-08,Night,Returns,1942,1909,6215,92.8,77,0
2025-08-10,2025-08-04,2025-08,Day,Inbound,2195,2169,7023,74.6,23,0
2025-08-10,2025-08-04,2025-08,Night,Inbound,2031,2013,6500,76.0,20,0
2025-08-10,2025-08-04,2025-08,Day,Pick,3945,3912,12625,93.1,29,0
2025-08-10,2025-08-04,2025-08,Night,Pick,3355,3318,10737,90.5,39,0
2025-08-10,2025-08-04,2025-08,Day,Pack,3859,3847,12348,98.8,23,0
2025-08-10,2025-08-04,2025-08,Night,Pack,4898,4894,15675,107.5,37,0
2025-08-10,2025-08-04,2025-08,Day,Ship,3975,3952,12721,112.8,27,0
2025-08-10,2025-08-04,2025-08,Night,Ship,2585,2572,8273,81.3,26,0
2025-08-10,2025-08-04,2025-08,Day,Returns,2443,2417,7818,99.3,113,0
2025-08-10,2025-08-04,2025-08,Night,Returns,1734,1716,5549,89.7,52,0
2025-08-11,2025-08-11,2025-08,Day,Inbound,3960,3902,12673,135.4,47,0
2025-08-11,2025-08-11,2025-08,Night,Inbound,2699,2676,8636,104.8,26,0
2025-08-11,2025-08-11,2025-08,Day,Pick,3098,3091,9914,85.6,26,0
2025-08-11,2025-08-11,2025-08,Night,Pick,2304,2287,7373,74.0,14,0
2025-08-11,2025-08-11,2025-08,Day,Pack,3135,3135,10032,72.1,11,0
2025-08-11,2025-08-11,2025-08,Night,Pack,2902,2894,9287,93.0,25,0
2025-08-11,2025-08-11,2025-08,Day,Ship,2768,2754,8856,77.3,22,0
2025-08-11,2025-08-11,2025-08,Night,Ship,3090,3055,9888,100.3,30,0
2025-08-11,2025-08-11,2025-08,Day,Returns,2736,2688,8756,117.3,102,0
2025-08-11,2025-08-11,2025-08,Night,Returns,2452,2396,7846,121.4,94,0
2025-08-12,2025-08-11,2025-08,Day,Inbound,3042,3016,9734,111.0,41,0
2025-08-12,2025-08-11,2025-08,Night,Inbound,2908,2889,9304,102.2,35,0
2025-08-12,2025-08-11,2025-08,Day,Pick,3567,3563,11413,105.9,17,0
2025-08-12,2025-08-11,2025-08,Night,Pick,3739,3730,11964,106.3,36,0
2025-08-12,2025-08-11,2025-08,Day,Pack,5067,5045,16215,116.6,44,0
2025-08-12,2025-08-11,2025-08,Night,Pack,4992,4992,15973,140.0,46,0
2025-08-12,2025-08-11,2025-08,Day,Ship,4810,4771,15391,124.6,53,0
2025-08-12,2025-08-11,2025-08,Night,Ship,4037,3991,12918,137.5,30,0
2025-08-12,2025-08-11,2025-08,Day,Returns,2399,2359,7677,123.8,78,0
2025-08-12,2025-08-11,2025-08,Night,Returns,1462,1435,4680,80.3,43,0
2025-08-13,2025-08-11,2025-08,Day,Inbound,3986,3951,12754,134.4,34,0
2025-08-13,2025-08-11,2025-08,Night,Inbound,3265,3246,10447,121.0,19,0
2025-08-13,2025-08-11,2025-08,Day,Pick,3865,3841,12367,117.2,29,0
2025-08-13,2025-08-11,2025-08,Night,Pick,4578,4559,14648,128.0,62,0
2025-08-13,2025-08-11,2025-08,Day,Pack,3639,3620,11645,88.7,42,0
2025-08-13,2025-08-11,2025-08,Night,Pack,3736,3714,11955,108.0,26,0
2025-08-13,2025-08-11,2025-08,Day,Ship,2578,2569,8248,75.6,22,0
2025-08-13,2025-08-11,2025-08,Night,Ship,3249,3229,10398,99.2,19,0
2025-08-13,2025-08-11,2025-08,Day,Returns,2772,2708,8870,131.3,77,0
2025-08-13,2025-08-11,2025-08,Night,Returns,2005,1971,6417,106.5,60,0
2025-08-14,2025-08-11,2025-08,Day,Inbound,2105,2082,6735,70.9,24,0
2025-08-14,2025-08-11,2025-08,Night,Inbound,2134,2114,6828,85.3,34,0
2025-08-14,2025-08-11,2025-08,Day,Pick,4662,4616,14917,134.3,23,0
2025-08-14,2025-08-11,2025-08,Night,Pick,3038,3005,9723,90.6,30,0
2025-08-14,2025-08-11,2025-08,Day,Pack,4483,4450,14345,99.5,47,0
2025-08-14,2025-08-11,2025-08,Night,Pack,5528,5528,17690,137.8,25,0
2025-08-14,2025-08-11,2025-08,Day,Ship,4192,4152,13415,113.1,31,0
2025-08-14,2025-08-11,2025-08,Night,Ship,3077,3062,9845,105.9,37,0
2025-08-14,2025-08-11,2025-08,Day,Returns,1778,1739,5688,74.6,55,0
2025-08-14,2025-08-11,2025-08,Night,Returns,2124,2082,6797,107.1,54,0
2025-08-15,2025-08-11,2025-08,Day,Inbound,2507,2489,8021,84.0,23,0
2025-08-15,2025-08-11,2025-08,Night,Inbound,3440,3401,11007,121.7,42,0
2025-08-15,2025-08-11,2025-08,Day,Pick,3791,3767,12131,109.7,23,0
2025-08-15,2025-08-11,2025-08,Night,Pick,3775,3771,12081,129.7,23,0
2025-08-15,2025-08-11,2025-08,Day,Pack,5591,5583,17891,125.3,37,0
2025-08-15,2025-08-11,2025-08,Night,Pack,3428,3428,10969,86.0,28,0
2025-08-15,2025-08-11,2025-08,Day,Ship,3172,3141,10150,94.8,29,0
2025-08-15,2025-08-11,2025-08,Night,Ship,2450,2438,7839,79.1,22,0
2025-08-15,2025-08-11,2025-08,Day,Returns,2050,2010,6559,112.3,51,1
2025-08-15,2025-08-11,2025-08,Night,Returns,1619,1595,5180,88.9,44,0
2025-08-16,2025-08-11,2025-08,Day,Inbound,3727,3704,11926,117.4,49,0
2025-08-16,2025-08-11,2025-08,Night,Inbound,2719,2691,8701,99.7,39,0
2025-08-16,2025-08-11,2025-08,Day,Pick,2984,2971,9548,80.0,33,0
2025-08-16,2025-08-11,2025-08,Night,Pick,3464,3454,11084,95.4,36,0
2025-08-16,2025-08-11,2025-08,Day,Pack,3497,3471,11190,86.8,34,0
2025-08-16,2025-08-11,2025-08,Night,Pack,4315,4309,13807,106.3,29,0
2025-08-16,2025-08-11,2025-08,Day,Ship,2321,2301,7428,72.4,30,0
2025-08-16,2025-08-11,2025-08,Night,Ship,2453,2434,7850,74.0,29,0
2025-08-16,2025-08-11,2025-08,Day,Returns,1849,1795,5916,88.6,67,0
2025-08-16,2025-08-11,2025-08,Night,Returns,1637,1604,5238,82.7,64,0
2025-08-17,2025-08-11,2025-08,Day,Inbound,3072,3041,9829,111.7,44,0
2025-08-17,2025-08-11,2025-08,Night,Inbound,2957,2944,9462,104.2,41,0
2025-08-17,2025-08-11,2025-08,Day,Pick,4275,4269,13681,118.7,44,0
2025-08-17,2025-08-11,2025-08,Night,Pick,4597,4574,14711,115.8,46,0
2025-08-17,2025-08-11,2025-08,Day,Pack,3799,3799,12158,85.9,30,0
2025-08-17,2025-08-11,2025-08,Night,Pack,2943,2912,9418,70.5,27,0
2025-08-17,2025-08-11,2025-08,Day,Ship,3668,3634,11736,105.1,39,0
2025-08-17,2025-08-11,2025-08,Night,Ship,3058,3018,9785,99.8,33,0
2025-08-17,2025-08-11,2025-08,Day,Returns,2030,1993,6495,97.3,42,0
2025-08-17,2025-08-11,2025-08,Night,Returns,1379,1350,4413,67.4,40,1
2025-08-18,2025-08-18,2025-08,Day,Inbound,3961,3915,12676,127.2,52,0
2025-08-18,2025-08-18,2025-08,Night,Inbound,3291,3244,10532,124.6,34,0
2025-08-18,2025-08-18,2025-08,Day,Pick,5209,5196,16670,111.1,74,0
2025-08-18,2025-08-18,2025-08,Night,Pick,2945,2929,9424,77.1,22,0
2025-08-18,2025-08-18,2025-08,Day,Pack,3711,3686,11875,87.4,21,0
2025-08-18,2025-08-18,2025-08,Night,Pack,4845,4829,15503,116.5,35,0
2025-08-18,2025-08-18,2025-08,Day,Ship,3650,3607,11681,110.1,35,0
2025-08-18,2025-08-18,2025-08,Night,Ship,3527,3527,11286,108.6,40,0
2025-08-18,2025-08-18,2025-08,Day,Returns,2202,2159,7045,112.6,53,0
2025-08-18,2025-08-18,2025-08,Night,Returns,1329,1308,4254,71.0,36,0
2025-08-19,2025-08-18,2025-08,Day,Inbound,3629,3599,11613,132.8,42,0
2025-08-19,2025-08-18,2025-08,Night,Inbound,3438,3399,11003,130.0,32,0
2025-08-19,2025-08-18,2025-08,Day,Pick,3617,3601,11574,100.3,48,0
2025-08-19,2025-08-18,2025-08,Night,Pick,2305,2303,7377,73.1,23,0
2025-08-19,2025-08-18,2025-08,Day,Pack,3616,3600,11570,84.4,19,0
2025-08-19,2025-08-18,2025-08,Night,Pack,5077,5020,16247,126.5,40,0
2025-08-19,2025-08-18,2025-08,Day,Ship,2397,2374,7669,71.7,20,0
2025-08-19,2025-08-18,2025-08,Night,Ship,2660,2631,8513,85.9,33,0
